seed	tail_id	a	b	c	alpha	beta
25	461	7	3	5	4	12
25	462	7	3	6	8	10
25	463	7	3	8	2	11
25	464	7	3	9	11	4
25	465	7	3	10	11	12
25	466	7	3	11	10	2
25	467	7	3	12	11	10
25	468	7	4	2	6	3
25	469	7	4	3	12	11
25	470	7	4	5	12	6
25	471	7	4	6	3	10
25	472	7	4	8	3	5
25	473	7	4	9	3	2
25	474	7	4	10	11	5
25	475	7	4	11	9	6
25	476	7	4	12	10	6
25	477	7	5	2	11	3
25	478	7	5	3	12	9
25	479	7	5	4	9	12
25	480	7	5	6	3	10
25	481	7	5	8	4	3
25	482	7	5	9	3	2
25	483	7	5	10	3	4
25	484	7	5	11	8	9
25	485	7	5	12	10	2
25	486	7	6	2	11	8
25	487	7	6	3	11	4
25	488	7	6	4	12	11
25	489	7	6	5	8	10
25	490	7	6	8	12	5
25	491	7	6	9	4	3
25	492	7	6	10	8	5
25	493	7	6	11	12	8
25	494	7	6	12	2	9
25	495	7	8	2	10	5
25	496	7	8	3	2	5
25	497	7	8	4	10	12
25	498	7	8	5	4	12
25	499	7	8	6	9	10
25	500	7	8	9	4	11
25	501	7	8	10	2	12
25	502	7	8	11	2	9
25	503	7	8	12	3	2
25	504	7	9	2	4	6
25	505	7	9	3	2	4
25	506	7	9	4	11	6
25	507	7	9	5	2	3
25	508	7	9	6	4	8
25	509	7	9	8	3	4
25	510	7	9	10	2	11
25	511	7	9	11	8	2
25	512	7	9	12	4	8
25	513	7	10	2	4	12
25	514	7	10	3	2	5
25	515	7	10	4	9	12
25	516	7	10	5	11	12
25	517	7	10	6	3	11
25	518	7	10	8	9	6
25	519	7	10	9	12	3
25	520	7	10	11	4	9
25	521	7	10	12	8	4
25	522	7	11	2	10	12
25	523	7	11	3	10	4
25	524	7	11	4	10	5
25	525	7	11	5	2	3
25	526	7	11	6	12	4
25	527	7	11	8	9	5
25	528	7	11	9	2	12
25	529	7	11	10	3	2
25	530	7	11	12	5	4
25	531	7	12	2	6	9
25	532	7	12	3	5	10
25	533	7	12	4	3	6
25	534	7	12	5	9	4
25	535	7	12	6	9	3
25	536	7	12	8	9	2
25	537	7	12	9	4	8
25	538	7	12	10	4	3
25	539	7	12	11	6	2
25	540	8	2	3	6	7
25	541	8	2	4	5	7
25	542	8	2	5	12	4
25	543	8	2	6	5	3
25	544	8	2	7	3	12
25	545	8	2	9	10	12
25	546	8	2	10	5	12
25	547	8	2	11	3	6
25	548	8	2	12	6	11
25	549	8	3	2	12	5
25	550	8	3	4	10	6
25	551	8	3	5	6	10
25	552	8	3	6	4	10
25	553	8	3	7	4	2
25	554	8	3	9	4	12
25	555	8	3	10	2	9
25	556	8	3	11	2	5
25	557	8	3	12	2	7
25	558	8	4	2	3	7
25	559	8	4	3	10	7
25	560	8	4	5	9	6
25	561	8	4	6	3	10
25	562	8	4	7	6	9
25	563	8	4	9	11	10
25	564	8	4	10	7	2
25	565	8	4	11	7	3
25	566	8	4	12	5	3
25	567	8	5	2	12	9
25	568	8	5	3	12	2
25	569	8	5	4	7	3
25	570	8	5	6	10	3
25	571	8	5	7	4	9
25	572	8	5	9	12	2
25	573	8	5	10	12	3
25	574	8	5	11	2	7
25	575	8	5	12	3	6
25	576	8	6	2	12	9
25	577	8	6	3	9	10
25	578	8	6	4	2	12
25	579	8	6	5	7	4
25	580	8	6	7	12	5
25	581	8	6	9	11	4
25	582	8	6	10	12	9
25	583	8	6	11	10	12
25	584	8	6	12	5	7
25	585	8	7	2	3	10
25	586	8	7	3	6	9
25	587	8	7	4	5	6
25	588	8	7	5	11	3
25	589	8	7	6	5	11
25	590	8	7	9	3	11
25	591	8	7	10	12	2
25	592	8	7	11	9	2
25	593	8	7	12	11	3
25	594	8	9	2	10	11
25	595	8	9	3	12	7
25	596	8	9	4	2	11
25	597	8	9	5	4	11
25	598	8	9	6	5	12
25	599	8	9	7	3	11
25	600	8	9	10	2	4
25	601	8	9	11	7	6
25	602	8	9	12	4	11
25	603	8	10	2	6	5
25	604	8	10	3	4	7
25	605	8	10	4	9	2
25	606	8	10	5	2	12
25	607	8	10	6	11	3
25	608	8	10	7	11	2
25	609	8	10	9	4	5
25	610	8	10	11	9	12
25	611	8	10	12	5	4
25	612	8	11	2	9	7
25	613	8	11	3	5	10
25	614	8	11	4	3	7
25	615	8	11	5	12	10
25	616	8	11	6	12	2
25	617	8	11	7	4	6
25	618	8	11	9	2	7
25	619	8	11	10	7	9
25	620	8	11	12	10	6
25	621	8	12	2	7	6
25	622	8	12	3	4	11
25	623	8	12	4	10	5
25	624	8	12	5	11	2
25	625	8	12	6	7	10
25	626	8	12	7	3	10
25	627	8	12	9	2	5
25	628	8	12	10	2	5
25	629	8	12	11	7	9
25	630	9	2	3	5	6
25	631	9	2	4	5	6
25	632	9	2	5	6	12
25	633	9	2	6	8	10
25	634	9	2	7	3	11
25	635	9	2	8	3	11
25	636	9	2	10	12	8
25	637	9	2	11	3	5
25	638	9	2	12	8	11
25	639	9	3	2	11	12
25	640	9	3	4	10	2
25	641	9	3	5	12	8
25	642	9	3	6	10	5
25	643	9	3	7	5	10
25	644	9	3	8	4	12
25	645	9	3	10	2	5
25	646	9	3	11	7	5
25	647	9	3	12	2	4
25	648	9	4	2	5	12
25	649	9	4	3	6	5
25	650	9	4	5	3	7
25	651	9	4	6	11	2
25	652	9	4	7	5	11
25	653	9	4	8	12	5
25	654	9	4	10	11	8
25	655	9	4	11	10	6
25	656	9	4	12	5	3
25	657	9	5	2	12	10
25	658	9	5	3	12	6
25	659	9	5	4	11	6
25	660	9	5	6	11	2
25	661	9	5	7	3	10
25	662	9	5	8	4	6
25	663	9	5	10	8	2
25	664	9	5	11	12	2
25	665	9	5	12	11	10
25	666	9	6	2	10	7
25	667	9	6	3	8	4
25	668	9	6	4	10	11
25	669	9	6	5	12	3
25	670	9	6	7	4	10
25	671	9	6	8	11	5
25	672	9	6	10	11	12
25	673	9	6	11	3	10
25	674	9	6	12	8	7
25	675	9	7	2	8	12
25	676	9	7	3	4	8
25	677	9	7	4	3	12
25	678	9	7	5	10	12
25	679	9	7	6	3	12
25	680	9	7	8	5	12
25	681	9	7	10	2	5
25	682	9	7	11	2	6
25	683	9	7	12	2	10
25	684	9	8	2	12	5
25	685	9	8	3	7	5
25	686	9	8	4	7	6
25	687	9	8	5	2	4
25	688	9	8	6	7	12
25	689	9	8	7	2	6
25	690	9	8	10	5	11
25	691	9	8	11	12	10
25	692	9	8	12	4	10
25	693	9	10	2	11	6
25	694	9	10	3	8	5
25	695	9	10	4	2	7
25	696	9	10	5	12	7
25	697	9	10	6	11	2
25	698	9	10	7	6	2
25	699	9	10	8	12	3
25	700	9	10	11	8	2
25	701	9	10	12	5	7
25	702	9	11	2	12	8
25	703	9	11	3	12	4
25	704	9	11	4	8	6
25	705	9	11	5	10	4
25	706	9	11	6	3	2
25	707	9	11	7	4	12
25	708	9	11	8	4	3
25	709	9	11	10	7	6
25	710	9	11	12	3	8
25	711	9	12	2	8	10
25	712	9	12	3	4	7
25	713	9	12	4	11	8
25	714	9	12	5	8	7
25	715	9	12	6	2	8
25	716	9	12	7	3	6
25	717	9	12	8	5	7
25	718	9	12	10	11	3
25	719	9	12	11	4	7
25	720	10	2	3	11	9
25	721	10	2	4	3	6
25	722	10	2	5	8	9
25	723	10	2	6	11	8
25	724	10	2	7	9	8
25	725	10	2	8	11	6
25	726	10	2	9	5	8
25	727	10	2	11	12	4
25	728	10	2	12	7	3
25	729	10	3	2	7	12
25	730	10	3	4	5	2
25	731	10	3	5	11	9
25	732	10	3	6	8	11
25	733	10	3	7	11	2
25	734	10	3	8	4	2
25	735	10	3	9	12	4
25	736	10	3	11	2	9
25	737	10	3	12	9	8
25	738	10	4	2	9	3
25	739	10	4	3	12	2
25	740	10	4	5	2	9
25	741	10	4	6	12	2
25	742	10	4	7	8	5
25	743	10	4	8	3	11
25	744	10	4	9	3	7
25	745	10	4	11	6	5
25	746	10	4	12	6	8
25	747	10	5	2	3	12
25	748	10	5	3	2	12
25	749	10	5	4	9	6
25	750	10	5	6	11	12
25	751	10	5	7	3	8
25	752	10	5	8	11	4
25	753	10	5	9	2	4
25	754	10	5	11	4	3
25	755	10	5	12	9	3
25	756	10	6	2	9	8
25	757	10	6	3	2	11
25	758	10	6	4	2	3
25	759	10	6	5	2	4
25	760	10	6	7	8	2
25	761	10	6	8	5	12
25	762	10	6	9	3	11
25	763	10	6	11	12	8
25	764	10	6	12	8	5
25	765	10	7	2	4	9
25	766	10	7	3	12	4
25	767	10	7	4	11	5
25	768	10	7	5	3	9
25	769	10	7	6	9	12
25	770	10	7	8	12	3
25	771	10	7	9	5	3
25	772	10	7	11	8	2
25	773	10	7	12	4	2
25	774	10	8	2	6	7
25	775	10	8	3	11	5
25	776	10	8	4	12	6
25	777	10	8	5	3	11
25	778	10	8	6	11	12
25	779	10	8	7	2	12
25	780	10	8	9	12	4
25	781	10	8	11	6	3
25	782	10	8	12	6	11
25	783	10	9	2	12	8
25	784	10	9	3	8	7
25	785	10	9	4	11	12
25	786	10	9	5	4	8
25	787	10	9	6	8	11
25	788	10	9	7	2	8
25	789	10	9	8	3	6
25	790	10	9	11	7	8
25	791	10	9	12	11	7
25	792	10	11	2	9	12
25	793	10	11	3	2	6
25	794	10	11	4	5	6
25	795	10	11	5	4	12
25	796	10	11	6	7	9
25	797	10	11	7	5	6
25	798	10	11	8	7	12
25	799	10	11	9	4	12
25	800	10	11	12	8	6
25	801	10	12	2	8	9
25	802	10	12	3	7	8
25	803	10	12	4	5	7
25	804	10	12	5	7	11
25	805	10	12	6	4	7
25	806	10	12	7	8	4
25	807	10	12	8	6	9
25	808	10	12	9	5	6
25	809	10	12	11	5	8
25	810	11	2	3	10	8
25	811	11	2	4	8	9
25	812	11	2	5	3	10
25	813	11	2	6	4	12
25	814	11	2	7	4	3
25	815	11	2	8	7	9
25	816	11	2	9	4	12
25	817	11	2	10	4	12
25	818	11	2	12	5	7
25	819	11	3	2	10	5
25	820	11	3	4	10	5
25	821	11	3	5	2	8
25	822	11	3	6	12	10
25	823	11	3	7	10	5
25	824	11	3	8	5	9
25	825	11	3	9	8	5
25	826	11	3	10	6	8
25	827	11	3	12	10	4
25	828	11	4	2	8	3
25	829	11	4	3	8	2
25	830	11	4	5	2	10
25	831	11	4	6	10	7
25	832	11	4	7	2	12
25	833	11	4	8	7	10
25	834	11	4	9	6	2
25	835	11	4	10	12	8
25	836	11	4	12	10	6
25	837	11	5	2	9	12
25	838	11	5	3	8	4
25	839	11	5	4	12	10
25	840	11	5	6	12	7
25	841	11	5	7	10	12
25	842	11	5	8	10	9
25	843	11	5	9	12	4
25	844	11	5	10	2	6
25	845	11	5	12	4	10
25	846	11	6	2	5	10
25	847	11	6	3	7	8
25	848	11	6	4	12	3
25	849	11	6	5	8	7
25	850	11	6	7	12	3
25	851	11	6	8	10	3
25	852	11	6	9	5	4
25	853	11	6	10	3	2
25	854	11	6	12	3	9
25	855	11	7	2	10	9
25	856	11	7	3	8	6
25	857	11	7	4	5	8
25	858	11	7	5	3	2
25	859	11	7	6	10	12
25	860	11	7	8	2	5
25	861	11	7	9	2	8
25	862	11	7	10	3	4
25	863	11	7	12	8	9
25	864	11	8	2	7	10
25	865	11	8	3	10	4
25	866	11	8	4	9	12
25	867	11	8	5	3	4
25	868	11	8	6	5	12
25	869	11	8	7	12	6
25	870	11	8	9	3	10
25	871	11	8	10	4	2
25	872	11	8	12	7	10
25	873	11	9	2	10	3
25	874	11	9	3	6	7
25	875	11	9	4	12	8
25	876	11	9	5	3	7
25	877	11	9	6	2	4
25	878	11	9	7	3	10
25	879	11	9	8	2	3
25	880	11	9	10	5	12
25	881	11	9	12	2	4
25	882	11	10	2	6	7
25	883	11	10	3	5	12
25	884	11	10	4	3	8
25	885	11	10	5	9	3
25	886	11	10	6	7	2
25	887	11	10	7	3	9
25	888	11	10	8	5	2
25	889	11	10	9	8	7
25	890	11	10	12	2	8
25	891	11	12	2	4	3
25	892	11	12	3	10	8
25	893	11	12	4	7	6
25	894	11	12	5	10	2
25	895	11	12	6	3	4
25	896	11	12	7	8	6
25	897	11	12	8	5	6
25	898	11	12	9	4	3
25	899	11	12	10	7	9
25	900	12	2	3	11	10
25	901	12	2	4	10	6
25	902	12	2	5	7	6
25	903	12	2	6	11	3
25	904	12	2	7	11	5
25	905	12	2	8	11	6
25	906	12	2	9	8	6
25	907	12	2	10	3	4
25	908	12	2	11	7	10
25	909	12	3	2	8	9
25	910	12	3	4	5	10
25	911	12	3	5	4	7
25	912	12	3	6	4	11
25	913	12	3	7	4	8
25	914	12	3	8	9	11
25	915	12	3	9	11	5
25	916	12	3	10	5	2
25	917	12	3	11	8	2
25	918	12	4	2	8	11
25	919	12	4	3	11	6
25	920	12	4	5	9	8
25	921	12	4	6	10	11
25	922	12	4	7	11	5
25	923	12	4	8	10	9
25	924	12	4	9	3	10
25	925	12	4	10	2	3
25	926	12	4	11	10	8
25	927	12	5	2	11	7
25	928	12	5	3	6	10
25	929	12	5	4	10	2
25	930	12	5	6	11	4
25	931	12	5	7	2	6
25	932	12	5	8	9	11
25	933	12	5	9	2	10
25	934	12	5	10	6	4
25	935	12	5	11	6	4
25	936	12	6	2	7	3
25	937	12	6	3	4	7
25	938	12	6	4	3	11
25	939	12	6	5	9	8
25	940	12	6	7	2	11
25	941	12	6	8	5	3
25	942	12	6	9	10	11
25	943	12	6	10	8	9
25	944	12	6	11	9	2
25	945	12	7	2	10	3
25	946	12	7	3	2	11
25	947	12	7	4	8	9
25	948	12	7	5	6	2
25	949	12	7	6	9	8
25	950	12	7	8	10	2
25	951	12	7	9	4	3
25	952	12	7	10	11	5
25	953	12	7	11	9	4
25	954	12	8	2	5	11
25	955	12	8	3	4	5
25	956	12	8	4	3	11
25	957	12	8	5	6	9
25	958	12	8	6	10	9
25	959	12	8	7	10	2
25	960	12	8	9	11	2
25	961	12	8	10	5	6
25	962	12	8	11	3	7
25	963	12	9	2	6	7
25	964	12	9	3	8	11
25	965	12	9	4	5	10
25	966	12	9	5	2	7
25	967	12	9	6	5	10
25	968	12	9	7	10	11
25	969	12	9	8	11	4
25	970	12	9	10	11	8
25	971	12	9	11	7	5
25	972	12	10	2	6	8
25	973	12	10	3	7	2
25	974	12	10	4	3	7
25	975	12	10	5	6	4
25	976	12	10	6	8	2
25	977	12	10	7	3	9
25	978	12	10	8	2	5
25	979	12	10	9	8	2
25	980	12	10	11	8	9
25	981	12	11	2	10	9
25	982	12	11	3	7	9
25	983	12	11	4	10	7
25	984	12	11	5	3	7
25	985	12	11	6	2	9
25	986	12	11	7	5	8
25	987	12	11	8	10	7
25	988	12	11	9	5	7
25	989	12	11	10	2	8
45	0	2	3	4	7	6
45	1	2	3	5	9	8
45	2	2	3	6	5	4
45	3	2	3	7	9	4
45	4	2	3	8	10	11
45	5	2	3	9	6	10
45	6	2	3	10	4	6
45	7	2	3	11	4	10
45	8	2	3	12	4	6
45	9	2	4	3	8	9
45	10	2	4	5	9	7
45	11	2	4	6	11	3
45	12	2	4	7	12	9
45	13	2	4	8	9	5
45	14	2	4	9	10	12
45	15	2	4	10	8	7
45	16	2	4	11	9	10
45	17	2	4	12	3	9
45	18	2	5	3	12	4
45	19	2	5	4	9	7
45	20	2	5	6	3	9
45	21	2	5	7	11	12
45	22	2	5	8	6	3
45	23	2	5	9	8	7
45	24	2	5	10	8	4
45	25	2	5	11	10	6
45	26	2	5	12	7	9
45	27	2	6	3	7	10
45	28	2	6	4	8	5
45	29	2	6	5	9	10
45	30	2	6	7	10	9
45	31	2	6	8	4	10
45	32	2	6	9	3	12
45	33	2	6	10	7	8
45	34	2	6	11	8	10
45	35	2	6	12	4	5
45	36	2	7	3	9	12
45	37	2	7	4	10	8
45	38	2	7	5	12	6
45	39	2	7	6	11	5
45	40	2	7	8	5	10
45	41	2	7	9	12	11
45	42	2	7	10	6	4
45	43	2	7	11	5	6
45	44	2	7	12	10	11
45	45	2	8	3	9	6
45	46	2	8	4	7	11
45	47	2	8	5	7	6
45	48	2	8	6	11	5
45	49	2	8	7	3	6
45	50	2	8	9	3	7
45	51	2	8	10	5	4
45	52	2	8	11	4	10
45	53	2	8	12	9	7
45	54	2	9	3	8	4
45	55	2	9	4	10	5
45	56	2	9	5	8	6
45	57	2	9	6	7	8
45	58	2	9	7	8	5
45	59	2	9	8	10	5
45	60	2	9	10	4	12
45	61	2	9	11	4	7
45	62	2	9	12	6	4
45	63	2	10	3	8	6
45	64	2	10	4	9	12
45	65	2	10	5	9	11
45	66	2	10	6	7	4
45	67	2	10	7	3	8
45	68	2	10	8	7	11
45	69	2	10	9	5	3
45	70	2	10	11	12	3
45	71	2	10	12	3	5
45	72	2	11	3	10	6
45	73	2	11	4	10	6
45	74	2	11	5	9	12
45	75	2	11	6	8	5
45	76	2	11	7	4	3
45	77	2	11	8	9	12
45	78	2	11	9	4	3
45	79	2	11	10	3	9
45	80	2	11	12	3	10
45	81	2	12	3	7	8
45	82	2	12	4	6	3
45	83	2	12	5	4	6
45	84	2	12	6	5	8
45	85	2	12	7	10	6
45	86	2	12	8	3	5
45	87	2	12	9	11	7
45	88	2	12	10	8	3
45	89	2	12	11	5	6
45	90	3	2	4	7	8
45	91	3	2	5	10	11
45	92	3	2	6	4	11
45	93	3	2	7	6	4
45	94	3	2	8	11	7
45	95	3	2	9	8	10
45	96	3	2	10	6	12
45	97	3	2	11	8	5
45	98	3	2	12	7	10
45	99	3	4	2	6	5
45	100	3	4	5	7	11
45	101	3	4	6	8	5
45	102	3	4	7	10	12
45	103	3	4	8	7	6
45	104	3	4	9	6	12
45	105	3	4	10	11	12
45	106	3	4	11	8	2
45	107	3	4	12	8	10
45	108	3	5	2	10	7
45	109	3	5	4	8	12
45	110	3	5	6	7	11
45	111	3	5	7	10	11
45	112	3	5	8	6	11
45	113	3	5	9	10	6
45	114	3	5	10	6	12
45	115	3	5	11	12	6
45	116	3	5	12	6	9
45	117	3	6	2	10	5
45	118	3	6	4	2	8
45	119	3	6	5	7	9
45	120	3	6	7	8	10
45	121	3	6	8	2	12
45	122	3	6	9	2	4
45	123	3	6	10	11	2
45	124	3	6	11	2	5
45	125	3	6	12	4	8
45	126	3	7	2	10	5
45	127	3	7	4	5	10
45	128	3	7	5	10	12
45	129	3	7	6	4	5
45	130	3	7	8	9	10
45	131	3	7	9	11	4
45	132	3	7	10	11	5
45	133	3	7	11	5	8
45	134	3	7	12	4	9
45	135	3	8	2	4	9
45	136	3	8	4	12	10
45	137	3	8	5	4	7
45	138	3	8	6	10	2
45	139	3	8	7	10	2
45	140	3	8	9	6	12
45	141	3	8	10	7	2
45	142	3	8	11	6	9
45	143	3	8	12	2	4
45	144	3	9	2	8	12
45	145	3	9	4	7	11
45	146	3	9	5	10	6
45	147	3	9	6	10	4
45	148	3	9	7	5	4
45	149	3	9	8	6	12
45	150	3	9	10	11	8
45	151	3	9	11	4	2
45	152	3	9	12	5	8
45	153	3	10	2	8	4
45	154	3	10	4	9	6
45	155	3	10	5	9	6
45	156	3	10	6	11	8
45	157	3	10	7	12	5
45	158	3	10	8	4	7
45	159	3	10	9	2	8
45	160	3	10	11	8	4
45	161	3	10	12	2	6
45	162	3	11	2	6	7
45	163	3	11	4	2	6
45	164	3	11	5	6	8
45	165	3	11	6	10	5
45	166	3	11	7	10	9
45	167	3	11	8	10	6
45	168	3	11	9	8	7
45	169	3	11	10	4	7
45	170	3	11	12	5	8
45	171	3	12	2	8	4
45	172	3	12	4	8	2
45	173	3	12	5	9	7
45	174	3	12	6	4	10
45	175	3	12	7	8	9
45	176	3	12	8	6	7
45	177	3	12	9	11	8
45	178	3	12	10	9	7
45	179	3	12	11	9	4
45	180	4	2	3	7	11
45	181	4	2	5	6	11
45	182	4	2	6	3	5
45	183	4	2	7	6	8
45	184	4	2	8	10	11
45	185	4	2	9	3	11
45	186	4	2	10	12	3
45	187	4	2	11	8	9
45	188	4	2	12	6	9
45	189	4	3	2	11	7
45	190	4	3	5	2	8
45	191	4	3	6	9	2
45	192	4	3	7	8	5
45	193	4	3	8	11	2
45	194	4	3	9	11	7
45	195	4	3	10	9	6
45	196	4	3	11	6	10
45	197	4	3	12	7	2
45	198	4	5	2	12	11
45	199	4	5	3	2	11
45	200	4	5	6	2	9
45	201	4	5	7	3	8
45	202	4	5	8	12	9
45	203	4	5	9	10	6
45	204	4	5	10	12	8
45	205	4	5	11	6	9
45	206	4	5	12	11	10
45	207	4	6	2	7	8
45	208	4	6	3	8	2
45	209	4	6	5	12	11
45	210	4	6	7	2	10
45	211	4	6	8	7	12
45	212	4	6	9	5	2
45	213	4	6	10	8	12
45	214	4	6	11	5	3
45	215	4	6	12	3	10
45	216	4	7	2	3	5
45	217	4	7	3	12	6
45	218	4	7	5	2	10
45	219	4	7	6	5	12
45	220	4	7	8	9	11
45	221	4	7	9	12	5
45	222	4	7	10	5	2
45	223	4	7	11	9	10
45	224	4	7	12	5	2
45	225	4	8	2	11	6
45	226	4	8	3	5	11
45	227	4	8	5	11	2
45	228	4	8	6	7	3
45	229	4	8	7	3	12
45	230	4	8	9	3	11
45	231	4	8	10	12	5
45	232	4	8	11	7	10
45	233	4	8	12	6	10
45	234	4	9	2	7	11
45	235	4	9	3	5	10
45	236	4	9	5	7	6
45	237	4	9	6	11	7
45	238	4	9	7	5	8
45	239	4	9	8	3	10
45	240	4	9	10	7	11
45	241	4	9	11	10	7
45	242	4	9	12	3	10
45	243	4	10	2	9	8
45	244	4	10	3	8	9
45	245	4	10	5	12	9
45	246	4	10	6	9	2
45	247	4	10	7	3	2
45	248	4	10	8	3	7
45	249	4	10	9	2	11
45	250	4	10	11	2	3
45	251	4	10	12	6	2
45	252	4	11	2	7	6
45	253	4	11	3	12	8
45	254	4	11	5	10	9
45	255	4	11	6	12	7
45	256	4	11	7	8	5
45	257	4	11	8	2	12
45	258	4	11	9	3	8
45	259	4	11	10	3	5
45	260	4	11	12	7	3
45	261	4	12	2	3	10
45	262	4	12	3	2	5
45	263	4	12	5	11	3
45	264	4	12	6	3	8
45	265	4	12	7	8	6
45	266	4	12	8	5	7
45	267	4	12	9	8	3
45	268	4	12	10	5	8
45	269	4	12	11	8	5
45	270	5	2	3	8	10
45	271	5	2	4	8	6
45	272	5	2	6	9	8
45	273	5	2	7	9	10
45	274	5	2	8	3	4
45	275	5	2	9	12	6
45	276	5	2	10	11	4
45	277	5	2	11	4	7
45	278	5	2	12	10	9
45	279	5	3	2	10	9
45	280	5	3	4	2	10
45	281	5	3	6	2	9
45	282	5	3	7	8	4
45	283	5	3	8	2	9
45	284	5	3	9	6	7
45	285	5	3	10	9	11
45	286	5	3	11	4	9
45	287	5	3	12	6	2
45	288	5	4	2	10	3
45	289	5	4	3	8	7
45	290	5	4	6	7	10
45	291	5	4	7	3	8
45	292	5	4	8	9	10
45	293	5	4	9	8	11
45	294	5	4	10	2	6
45	295	5	4	11	8	6
45	296	5	4	12	6	3
45	297	5	6	2	9	4
45	298	5	6	3	12	8
45	299	5	6	4	7	11
45	300	5	6	7	4	2
45	301	5	6	8	11	12
45	302	5	6	9	12	10
45	303	5	6	10	11	4
45	304	5	6	11	12	9
45	305	5	6	12	11	9
45	306	5	7	2	4	12
45	307	5	7	3	4	8
45	308	5	7	4	9	8
45	309	5	7	6	2	10
45	310	5	7	8	10	11
45	311	5	7	9	8	12
45	312	5	7	10	8	9
45	313	5	7	11	3	6
45	314	5	7	12	4	9
45	315	5	8	2	4	3
45	316	5	8	3	7	11
45	317	5	8	4	9	6
45	318	5	8	6	9	7
45	319	5	8	7	2	3
45	320	5	8	9	11	4
45	321	5	8	10	11	7
45	322	5	8	11	10	3
45	323	5	8	12	6	9
45	324	5	9	2	7	11
45	325	5	9	3	12	11
45	326	5	9	4	10	8
45	327	5	9	6	3	2
45	328	5	9	7	11	10
45	329	5	9	8	2	7
45	330	5	9	10	7	12
45	331	5	9	11	8	3
45	332	5	9	12	2	6
45	333	5	10	2	3	12
45	334	5	10	3	11	12
45	335	5	10	4	11	3
45	336	5	10	6	4	3
45	337	5	10	7	12	9
45	338	5	10	8	11	9
45	339	5	10	9	3	6
45	340	5	10	11	12	8
45	341	5	10	12	9	8
45	342	5	11	2	7	12
45	343	5	11	3	9	4
45	344	5	11	4	12	2
45	345	5	11	6	4	9
45	346	5	11	7	8	12
45	347	5	11	8	4	12
45	348	5	11	9	3	10
45	349	5	11	10	8	2
45	350	5	11	12	10	6
45	351	5	12	2	8	3
45	352	5	12	3	8	6
45	353	5	12	4	9	8
45	354	5	12	6	4	3
45	355	5	12	7	4	2
45	356	5	12	8	2	4
45	357	5	12	9	8	10
45	358	5	12	10	11	4
45	359	5	12	11	7	4
45	360	6	2	3	12	7
45	361	6	2	4	10	7
45	362	6	2	5	9	3
45	363	6	2	7	11	8
45	364	6	2	8	9	4
45	365	6	2	9	7	11
45	366	6	2	10	8	9
45	367	6	2	11	9	5
45	368	6	2	12	9	4
45	369	6	3	2	9	4
45	370	6	3	4	7	10
45	371	6	3	5	9	4
45	372	6	3	7	12	11
45	373	6	3	8	2	4
45	374	6	3	9	12	7
45	375	6	3	10	11	7
45	376	6	3	11	8	5
45	377	6	3	12	7	9
45	378	6	4	2	12	10
45	379	6	4	3	12	10
45	380	6	4	5	10	9
45	381	6	4	7	12	9
45	382	6	4	8	11	12
45	383	6	4	9	8	12
45	384	6	4	10	5	2
45	385	6	4	11	12	10
45	386	6	4	12	7	8
45	387	6	5	2	8	7
45	388	6	5	3	7	10
45	389	6	5	4	11	10
45	390	6	5	7	8	9
45	391	6	5	8	7	4
45	392	6	5	9	11	4
45	393	6	5	10	8	3
45	394	6	5	11	4	2
45	395	6	5	12	9	8
45	396	6	7	2	4	5
45	397	6	7	3	4	8
45	398	6	7	4	3	2
45	399	6	7	5	3	9
45	400	6	7	8	3	5
45	401	6	7	9	4	3
45	402	6	7	10	9	2
45	403	6	7	11	8	9
45	404	6	7	12	8	3
45	405	6	8	2	4	11
45	406	6	8	3	2	5
45	407	6	8	4	11	5
45	408	6	8	5	12	10
45	409	6	8	7	5	3
45	410	6	8	9	12	5
45	411	6	8	10	9	11
45	412	6	8	11	9	2
45	413	6	8	12	4	9
45	414	6	9	2	7	5
45	415	6	9	3	2	4
45	416	6	9	4	11	2
45	417	6	9	5	10	4
45	418	6	9	7	11	5
45	419	6	9	8	4	12
45	420	6	9	10	3	4
45	421	6	9	11	12	8
45	422	6	9	12	2	11
45	423	6	10	2	7	11
45	424	6	10	3	11	12
45	425	6	10	4	11	2
45	426	6	10	5	8	4
45	427	6	10	7	3	8
45	428	6	10	8	5	4
45	429	6	10	9	3	2
45	430	6	10	11	2	9
45	431	6	10	12	7	5
45	432	6	11	2	7	3
45	433	6	11	3	5	7
45	434	6	11	4	12	9
45	435	6	11	5	2	12
45	436	6	11	7	3	10
45	437	6	11	8	5	3
45	438	6	11	9	7	8
45	439	6	11	10	4	5
45	440	6	11	12	10	4
45	441	6	12	2	10	11
45	442	6	12	3	10	5
45	443	6	12	4	5	2
45	444	6	12	5	3	11
45	445	6	12	7	4	2
45	446	6	12	8	4	3
45	447	6	12	9	5	4
45	448	6	12	10	7	8
45	449	6	12	11	4	7
45	450	7	2	3	9	4
45	451	7	2	4	6	10
45	452	7	2	5	12	6
45	453	7	2	6	12	11
45	454	7	2	8	6	9
45	455	7	2	9	8	5
45	456	7	2	10	6	12
45	457	7	2	11	10	5
45	458	7	2	12	6	3
45	459	7	3	2	10	6
45	460	7	3	4	8	5
45	461	7	3	5	6	9
45	462	7	3	6	2	9
45	463	7	3	8	12	9
45	464	7	3	9	4	2
45	465	7	3	10	5	11
45	466	7	3	11	4	8
45	467	7	3	12	4	5
45	468	7	4	2	12	11
